-00|00|00|10|LCC|10, 9, 8, 7, 6, -
-00|00|00|05|LCC|IGNITION -
00|00|00|00|LCC|4, 3, 2, 1, 0 -
00|00|00|01|LCC|LIFT-OFF.
00|00|00|02|CDR|The clock is running.
00|00|00|03|CMP|Yes.
00|00|00|05|CMP|Yaw program.
00|00|00|10|LCC|Clear the tower.
00|00|00|11|CDR|Clear tower.
00|00|00|14|CDR|The yaw complete and roll program.
00|00|00|16|CC|Houston; Roger roll.
00|00|00|19|CDR|2000 feet.
00|00|00|30|CC|13, Houston. GO at 30 seconds.
00|00|00|32|CMP|Okay, you're right on, Jim. You're right on traj ectory.
00|00|00|34|CDR|Roll complete and we're pitching.
00|00|00|37|CC|Roger that. Stand by for Mode I Bravo.
00|00|00|42|CC|I Bravo.
00|00|00|43|CMP|I Bravo.
00|00|00|44|CDR|RCS COMMAND.
00|00|00|45|CMP|I Bravo.
00|00|00|48|CDR|One-and-a-half g's. Okay, high Q coming up.
00|00|00|52|CMP|Okay.
00|00|00|55|LMP|Cabin's coming down.
00|00|00|57|CDR|ALT is looking good.
00|00|01|02|CMP|Okay, you're right on - -
00|00|01|03|CC|13, Houston. GO at 1, We show the cabin relieving.
00|00|01|05|CMP|Yes.
00|00|01|o6|CDR|13; Roger.
00|00|01|07|CMP|You're right on, Jim-
00|00|01|09|CDR|Coming up on 2g's. ALT is looking good.
00|00|01|17|CDR|Two g's.
00|00|01|26|CDR|ALT is looking good.
00|00|01|31|CMP|Okay, you're right on at 01:30. 10 4 - a little bit high - we're a little bit high, about 0.4 of a mile.
00|00|01|37|CDR|Got to speak louder.
00|00|01|39|CMP|Okay.
00|00|01|40|LMP|Cabin's looking good.
00|00|01|43|CDR|Two-and-a-half g's and we're looking good in alpha.
00|00|01|50|CDR|40 000.
00|00|01|55|CC|13, Houston. Stand by for Mode I Charlie.
00|00|01|57|CDR|Roger.
00|00|01|58|CC|... I Charlie.
00|00|01|59|CDR|MARK.
00|00|02|00|CDR|I Charlie.
00|00|02|01|CMP/LMP|I Charlie.
00|00|02|02|CC|And, 13; you're GO for staging.
00|00|02|04|CDR|GO for staging. Roger.
00|00|02|05|CMP|We're EDS, manual.
00|00|02|07|CDR|Okay.
00|00|02|08|CC|•.. that.
00|00|02|11|CDR|Three-and-a-half g's.
00|00|02|15|CDR|Inboard. ...?
00|00|02|27|CC|Confirm inboard out, 13; you're looking good.
00|00|02|29|CDR|Roger.
00|00|02|42|CDR|Coming up on 4g.
00|00|02|45|CMP|Got a little flash out the window.
00|00|02|48|CDR|S-II ignition.
00|00|02|50|CMP|...
00|00|02|51|LMP|Yes.
00|00|02|52|CDR|We have half a g; looks good.
00|00|02|57|CMP|Okay, 3 min. That's the babe.
00|00|03|00|CC|13, Houston. Trajectory is good; thrust is good
00|00|03|03|CDR|Roger.
00|00|03|04|CMP|She's right on, Jim.
00|00|03|06|LMP|Stand by for tower JETT.
00|00|03|14|CMP|Skirt SEP.
00|00|03|16|LMP|Okay, tower JETT.
00|00|03|17|CDR|Roger.
00|00|03|18|LMP/CDR|Tower JETT.
00|00|03|19|CMP|Beautiful.
00|00|03|20|CC|Confirm skirt SEP; Roger tower JETT; Mode II, Jim. Looking good.
00|00|03|22|LMP|Look at that.
00|00|03|24|CDR|Mode II.
00|00|03|28|IMP|Look at the horizon out there.
00|00|03|29|CMP|Yes. There it comes.
00|00|03|32|LMP|That plume!
00|00|03|33|CDR|Guidance initiate.
00|00|03|34|LMP|That plume! Boy, is she boiling. That really - -
00|00|03|38|CMP|Here.
00|00|03|39|LMP|- - points away, there. Window is not too bad.
00|00|03|43|CC|13, Houston. Guidance is good, and the CMC is GO.
00|00|03|46|CMP|Okay. Thank you.
00|00|03|47|CDR|13; Roger.
00|00|03|49|CMP|Okay, we're Mode II; I'm set for staging.
00|00|03|52|CDR|Mode II. Got them all RATE COMMAND and hang on.
00|00|04|00|CDR|Four minutes.
00|00|04|03|CMP|Okay, Jim, we're right on.
00|00|04|04|CDR|Okay.
00|00|04|05|CMP|Trajectory's looking good.
00|00|04|06|CDR|Want a little bit more light?
00|00|04|07|CMP|No, no. That's it - -
00|00|04|08|CDR|How's this?
00|00|04|09|CMP|Yes. That's fine.
00|00|04|12|CDR|04:11.
00|00|04|13|IMP|Cabin's settled out very nicely.
00|00|04|14|CMP|Yes.
00|00|04|15|CDR|Okay.
00|00|04|16|CC|13, Houston. You're GO at 4 minutes. The little red lines are right on the little white lines down here.
00|00|04|22|CDR|Sounds good.
00|00|04|30|CDR|Coming up on one g.
00|00|04|31|CMP|Boy, we're right on. We’re about a mile and two-tenths high, though, but we're right on and right on H-dot.
00|00|04|36|CDR|That's ... One g. You could walk around here.
00|00|04|51|CMP|I bet I never had such a view. Fred-o ... - -
00|00|04|55|CC|13, Houston. Coming up 5 minutes; you're looking perfect. Over.
00|00|04|59|CDR|13, Roger. Coming to gimbal motors.
00|00|05|04|CMP|Okay. Watching 8.
00|00|05|32|CMP|Inboard.
00|00|05|36|CC|We confirm inboard out.
00|00|05|38|CDR|That shouldn't have happened.
00|00|05|40|CMP|No. That's 7:^2. That's 2 minutes early.
00|00|05|44|CC|13, Houston. Stand by for S-IVB to C0I capability.
00|00|05|48|CDR|S-IVB to C0I. Roger.
00|00|05|49|CC|Roger. You've got it now, Jim.
00|00|05|52|CDR|We've got S-IVB to COI.
00|00|05|53|CMP|Okay. Gim [sic] motors, Jim. Set 1.
00|00|05|55|CDR|Okay. PITCH 1.
00|00|05|57|CMP|Good.
00|00|05|58|CDR|YAW 1.
00|00|05|59|CMP|Good. PITCH 2.
00|00|06|00|CDR|PITCH 2.
00|00|06|01|CMP|Good.
00|00|06|02|CDR|YAW 2--
00|00|06|03|CC|You're GO at 6 minutes, 13.
00|00|06|06|CDR|GO at 6. And, Houston, what's the story on engine 5?
00|00|06|14|CC|Jim, Houston. We don't have a story on why the inboard out was early, but the other engines are GO and you're GO.
00|00|06|21|CDR|Roger.
00|00|06|24|IMP|Okay. We're - we're a little bit low on H-dot, now, but that's to be expected.
00|00|06|28|CDR|Okay. We're Mode II, gentlemen, Mode II.
00|00|06|41|CC|13, Houston. You're still looking good; your gimbals are good; trim is good.
00|00|06|45|CDR|Roger. We just checked the trim. It doesn't fit.
00|00|06|53|CC|13, Houston. Level sense arm time, 8 plus 38, nominal; S-II cut-off time, 9 plus 48. Over.
